"CON.7","CIA","G 0.14","G 0.15","G 0.16","G 0.17","G 0.18","G 0.19","G 0.20","G 0.29","G 0.30","G 0.31","G 0.35","G 0.36","G 0.39","G 0.42","G 0.45","G 0.46"
"APP.4.2.A31","",,,,X,,,,,,,,,
"APP.4.2.A32","CIA",X,X,X,X,X,X,X,X,X,X,X,X,X
"IND.2.7","CIA","G 0.05","G 0.06","G 0.09","G 0.11","G 0.14","G 0.15","G 0.18","G 0.19","G 0.20","G 0.21","G 0.23","G 0.28","G 0.29","G 0.30","G 0.32","G 0.36","G 0.37","G 0.39","G 0.41","G 0.42","G 0.46"
"IND.2.7.A01","",,,,,X,X,,X,,X,X,,,X,,,,,X,X,X
"IND.2.7.A02","",,,,,X,X,,X,,X,X,,,X,,,,,X,X,X
"IND.2.7.A03","",,,,,,,,,,X,,,,,,,,,X,X,X
"IND.2.7.A04","",X,X,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,
"IND.2.7.A05","",X,X,X,X,X,,,,,,,,,,,,,,X,,
"IND.2.7.A06","",X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,,
"IND.2.7.A07","",,X,X,,X,X,,X,,X,X,,,,,,,,X,X,X
"IND.2.7.A08","",,,,,,,,,X,X,X,,,,,,,,X,,X
"IND.2.7.A09","",,,X,,X,X,,X,,X,X,,,,,,,,X,,X
"IND.2.7.A10","",,,,,,,,,,,X,,,,,,,,X,X,
"IND.2.7.A11","",,X,,,X,X,,X,X,X,X,,,,,,,,X,X,X
"IND.2.7.A12","I",,,,,,,,,X,X,X,X,,,,,,,X,,
"NET.4.2","CIA","G 0.09","G 0.15","G 0.18","G 0.19","G 0.20","G 0.21","G 0.23","G 0.26","G 0.27","G 0.28","G 0.30","G 0.31","G 0.32","G 0.40","G 0.45","G 0.46"
"NET.4.2.A01","",X,X,X,,,,,X,X,,,,,,,X
"NET.4.2.A02","",,,,,X,X,,,,X,X,X,,,X,
"NET.4.2.A03","",,,,,X,X,,,,X,X,,X,,,
"NET.4.2.A04","",X,,,,,,X,,,,,,X,X,,
"NET.4.2.A05","",,,,,,X,,,,,X,X,,,,
"NET.4.2.A06","",,,,X,,X,,X,X,,X,,,,,
"NET.4.2.A07","",,X,,X,,,,,,,X,X,X,,X,X
"NET.4.2.A08","",,X,,X,,,,,,,,,,,,X
"NET.4.2.A09","",X,X,X,,,,,,,,,,X,,,
"NET.4.2.A10","",,,,,,,,X,,,,X,,,,
"NET.4.2.A11","",,,,X,,,X,,,,X,,,,,
"NET.4.2.A12","",X,,,,,,,,X,,,,,X,,
"NET.4.2.A13","",,X,,,,,,,,,,,,,,X
"NET.4.2.A14","CI",,X,,,,,,,,,,,,,,X
"NET.4.2.A15","CI",X,,X,X,,,,,,,X,,,X,,
"NET.4.2.A16","CIA",X,,X,X,,,,,,,X,,,X,,
"NET.4.1","CIA","G 0.09","G 0.11","G 0.14","G 0.15","G 0.18","G 0.19","G 0.21","G 0.25","G 0.26","G 0.30","G 0.31","G 0.42"
"NET.4.1.A01","",,X,,,X,,,,,,,
"NET.4.1.A02","",X,X,,,X,,,,,,,
"NET.4.1.A03","",,,X,X,,X,X,,,X,,
"NET.4.1.A04","",,,X,X,,X,X,,,X,,
"NET.4.1.A05","",,,,X,,,,,,,X,
"NET.4.1.A06","",,,,,X,X,,,,,X,
"NET.4.1.A07","",,,X,X,,X,X,X,,X,,
"NET.4.1.A08","",,,X,X,,X,,,,,X,X
"NET.4.1.A09","",,,,,,,,,,,X,X
"NET.4.1.A10","",,,X,,,,,,X,,,
"NET.4.1.A11","",,,,,,X,,,,,,
"NET.4.1.A12","",,,,,,X,,,,,,
"NET.4.1.A13","",X,,,,X,,,,,,,
"NET.4.1.A14","",X,,,,,,,,X,,,
"NET.4.1.A15","",X,X,,,,,,,,,,
"NET.4.1.A16","",,,,,,,X,,,X,,
"NET.4.1.A17","",,,,X,,X,X,,,X,,
"NET.4.1.A18","CI",,,,,,,X,,,X,,
"NET.4.1.A19","A",X,X,,,,,,X,,,,
"APP.4.6","CIA","G 0.14","G 0.16","G 0.19","G 0.22","G 0.28","G 0.39","G 0.45","G 0.46"
"APP.4.6.A01","",X,,X,X,X,,X,X
"APP.4.6.A02","",X,,X,X,X,,X,X
"APP.4.6.A03","",X,,X,,X,,,
"APP.4.6.A04","",X,,X,X,X,,X,X
"APP.4.6.A05","",,,,,X,,,
"APP.4.6.A06","",,,,,X,,,X
"APP.4.6.A07","",,,,,X,,,X
"APP.4.6.A08","",X,X,X,X,X,,X,X
"APP.4.6.A09","",X,,X,,X,,,
"APP.4.6.A10","",X,X,X,X,X,X,X,X
"APP.4.6.A11","",X,,X,X,X,X,X,X
"APP.4.6.A12","",X,,X,X,X,,X,X
"APP.4.6.A13","",X,,X,X,X,,X,X
"APP.4.6.A14","",X,X,X,X,X,,X,X
"APP.4.6.A15","",X,X,X,,X,,X,
"APP.4.6.A16","",X,X,X,X,,,X,X
"APP.4.6.A17","",X,X,X,X,,,X,X
"APP.4.6.A18","",X,X,X,X,X,,X,X
"APP.4.6.A19","",X,X,X,X,X,X,X,X
"APP.4.6.A20","",,X,X,X,X,,X,X
"APP.4.6.A21","",X,X,X,X,,X,X,X
"APP.4.6.A22","CIA",,,,,X,,,
"INF.2","CIA","G 0.01","G 0.02","G 0.03","G 0.04","G 0.06","G 0.07","G 0.08","G 0.10","G 0.11","G 0.15","G 0.16","G 0.24","G 0.25","G 0.26","G 0.29","G 0.30","G 0.31","G 0.32","G 0.34","G 0.41","G 0.44"
"INF.2.A01","",,,,,X,X,,,,,,,,,X,,,,,,
"INF.2.A02","",X,,,,,,X,X,,,,X,X,,,,,,,,
"INF.2.A03","",,,,,,,X,,,,,,,,,,,,,,
"INF.2.A04","",X,,,,,,X,,,,,X,,X,,,,,,,
"INF.2.A05","",,X,,,,,,,,,,,,,,,,,,,
"INF.2.A06","",,,,,,,,,,,X,,,,,X,,X,,,X
"INF.2.A07","",,,,,,,,,,,X,,,,,X,,X,,,X
"INF.2.A08","",X,,,,,,X,X,,,,X,X,,,,,,,,
"INF.2.A09","",X,,,,,,X,X,,,,X,X,,,,,,,,
"INF.2.A10","",X,,,,,,X,X,,,,,X,,,,,,,,
"INF.2.A11","",,,,,,,,X,,,,X,,X,,,X,,,,
"INF.2.A12","",,,,,,X,,,,,X,,,,,X,,,,X,X
"INF.2.A13","",X,,X,X,X,X,X,X,,,X,X,X,X,,X,X,,X,X,X
"INF.2.A14","",,,,,,,X,,,,,,,,,,,,,,
"INF.2.A15","",X,,,,,,,,,,,,X,,,,,,,,
"INF.2.A16","",,X,,,,,,,,,,,,,,,,,,,
"INF.2.A17","",X,,,,,,X,X,,,,X,X,,,,,,,,
"INF.2.A18","",,,,,,,,,,,,,,,,,,,,,
"INF.2.A19","",,,,,,,X,X,,,,,,X,X,,,,,,
"INF.2.A20","",,,,,,,,,,,,,,X,X,X,X,,,,
"INF.2.A21","A",,,,,X,X,X,X,X,,,,,,,,,,X,,
"INF.2.A22","IA",,X,X,,,,,,,,,,,,,,,,,,
"INF.2.A23","A",,,,,,,X,X,,X,,,,X,,X,,,,X,
"INF.2.A24","IA",,,,,,,,,,,X,,,,X,X,,,,X,
"INF.2.A25","A",,,,,,,X,,,,,,,,,,,,,,
"INF.2.A26","A",,,,,,,X,,,,,,,,,,,,,,
"INF.2.A27","CA",,,,,,,,,,,,,,,X,,X,,,,
"INF.2.A28","IA",X,X,,X,X,X,X,X,,,X,X,X,X,,X,X,,X,X,X
"INF.2.A29","",,,X,,,,,,,,,X,X,,,,,,,,
"INF.2.A30","",X,,,,,,X,X,,,,X,X,,,,,,,,
"NET.1.2","CIA","G 0.09","G 0.11","G 0.14","G 0.18","G 0.19","G 0.22","G 0.23","G 0.25","G 0.27","G 0.29","G 0.30","G 0.39","G 0.40","G 0.43"
"NET.1.2.A01","",,,X,X,X,X,X,X,,X,X,,X,X
"NET.1.2.A02","",X,X,X,X,X,X,X,X,X,X,X,X,X,X
"NET.1.2.A03","",,,X,,X,X,,,,X,X,,,X
"NET.1.2.A04","",,,X,,X,X,,,,X,X,,,X
"NET.1.2.A05","",,,X,X,X,X,X,,,,X,X,X,X
"NET.1.2.A06","",,,X,,X,X,X,,X,,,,X,X
"NET.1.2.A07","",,X,,,X,X,,,,X,X,X,X,
"NET.1.2.A08","",X,,X,,,X,X,X,,,,,,
"NET.1.2.A09","",X,,X,,X,X,X,X,X,X,X,X,X,X
"NET.1.2.A10","",,,X,,,X,X,,,,X,X,X,X
"NET.1.2.A11","",,,X,X,X,X,X,X,,X,X,,X,X
"NET.1.2.A12","",X,,,X,,,,,X,X,,,,
"NET.1.2.A13","",X,X,X,X,X,X,X,X,,X,X,,X,
"NET.1.2.A14","",X,X,X,X,X,X,X,X,X,X,X,X,X,X
"NET.1.2.A15","",X,,,,,,,X,X,,,,,
"NET.1.2.A16","",X,X,,X,,,X,X,X,X,X,,,
"NET.1.2.A17","",,,,X,,,X,,X,X,,,,
"NET.1.2.A18","",X,,,X,X,,X,,,X,,,,
"NET.1.2.A19","",,,X,,X,X,X,,,X,X,X,X,X
"NET.1.2.A20","",,,X,,X,X,X,,,,X,X,X,X
"NET.1.2.A21","",,,X,,X,X,X,,,,X,X,X,X
"NET.1.2.A22","",,,X,,X,X,X,,,,X,,,
"NET.1.2.A23","",X,X,,X,X,X,X,,,X,X,X,,
"NET.1.2.A24","",X,,,X,,,,X,,,,,,
"NET.1.2.A25","",X,X,,X,,,X,X,X,,,,X,
"NET.1.2.A26","",X,X,,,,,X,X,X,,X,X,X,X
"NET.1.2.A27","",X,X,,,,,,X,,,,,,
"NET.1.2.A28","",X,,,X,,,X,,,,X,,,
"NET.1.2.A29","",,,X,,X,,X,,,,X,,,
"NET.1.2.A30","A",X,X,,X,,,,X,X,,,,X,
"NET.1.2.A31","IA",,,X,,X,X,X,,,X,X,X,X,X
"NET.1.2.A32","CIA",X,,X,,X,X,X,X,X,X,X,X,X,X
"NET.1.2.A33","CIA",X,,X,,X,X,X,,,X,X,X,X,X
"NET.1.2.A34","CI",,,,,,X,X,,,X,X,,,X
"NET.1.2.A35","CIA",,,,X,X,X,X,,,X,X,X,X,X
"NET.1.2.A36","CIA",X,,X,X,X,X,X,X,,X,X,X,X,X
"NET.1.2.A37","CI",X,X,X,,,X,X,X,,,,,,
"NET.1.2.A38","A",X,X,,X,,,,X,,,,,X,
"SYS.1.8","CIA","G 0.08","G 0.11","G 0.15","G 0.16","G 0.18","G 0.19","G 0.20","G 0.21","G 0.22","G 0.23","G 0.24","G 0.25","G 0.26","G 0.27","G 0.28","G 0.29","G 0.30","G 0.31","G 0.32","G 0.40","G 0.44","G 0.45","G 0.46"
"SYS.1.8.A01","",X,,,X,,,,,,,X,,,,,,,,,,X,,
"SYS.1.8.A02","",,,X,,,X,X,,,X,,,,,X,,,,,,,X,X
"SYS.1.8.A03","",,,,,,,,,,,,,,,,,X,,X,,,,
"SYS.1.8.A04","",,,X,,,,,,X,X,,,,,,,X,,,,,,
"SYS.1.8.A05","",,,,,,,,,,,,,X,X,,,,,,,,,
"SYS.1.8.A06","",,,,,X,,,,,,,,,X,X,X,,,,,,,
"SYS.1.8.A07","",,,,,X,,,,,,,,,X,X,X,,,,,,,
"SYS.1.8.A08","",,,,,X,,X,,,,,,,,,,,,,,,,
"SYS.1.8.A09","",,X,,,X,,,,,,,,,,,,,,,,,,
"SYS.1.8.A10","",,,,,X,,,,,,,,,,,,,,,,,,
"SYS.1.8.A11","",,,,,,,,,,,,X,X,X,,,,,,,,,
"SYS.1.8.A12","",,,,,,X,,,,,,,,,,,,X,,,,,
"SYS.1.8.A13","",,,,,,,,,,,,,X,X,,,,,,,,,
"SYS.1.8.A14","",,,X,,,,,,X,X,,,,,,,,,,,,,
"SYS.1.8.A15","",,,X,,,,,,X,X,,,,,,,,,,,,,
"SYS.1.8.A16","",,,,,,X,,,,,,,,,,,,,,,,,
"SYS.1.8.A17","",,,,,,,,,,,,X,X,,,,,,,,,,
"SYS.1.8.A18","",,,,,,,,,X,X,,,,,X,,X,,,,,,
"SYS.1.8.A19","",,,,,,X,,,,,,,,,,,,,,,,,
"SYS.1.8.A20","",,,,,,,,,,,,,X,,,,,,,,,X,
"SYS.1.8.A21","CI",,,X,,,,,,X,X,,,,,,,,,,,,,
"SYS.1.8.A22","A",,,,,,,,,,,,X,,,,,,,,X,,,X
"SYS.1.8.A23","CI",,,X,,,,,,,,,,,,,,,,,,,,
"SYS.1.8.A24","I",,,,,,,,,,,,,,,,,,,,,,,X
"SYS.1.8.A25","C",,,,,,X,,,,,,,,,,,,,,,,,
"SYS.1.8.A26","CIA",,,X,,,,,,X,X,,,,,,,,,,,,,
"CON.1","CIA","G 0.13","G 0.14","G 0.15","G 0.18","G 0.19","G 0.20","G 0.21","G 0.22","G 0.25","G 0.26","G 0.27","G 0.28","G 0.29","G 0.30","G 0.31","G 0.32","G 0.45","G 0.46"
"CON.1.A01","",,,,X,,,,,,,,,X,,,,,
"CON.1.A02","",,,,X,X,,,,,,,,,,,,X,X
"CON.1.A03","",,X,X,,X,,,X,,,,,,,,,,
"CON.1.A04","",,,,X,X,X,,,,,,,,,,,X,
"CON.1.A05","",,,,,X,,,,,,,,,,,,,
"CON.1.A06","",,,,X,X,,,,,,,,,,,,,X
"CON.1.A07","CIA",,,,X,X,,,,,,X,,,X,X,,,
"CON.1.A08","CIA",,,,X,,,,,,,,,X,,,,,
"CON.1.A09","CIA",,,,X,,X,,,,X,,X,X,,X,,,
"CON.1.A10","CIA",,,,X,,,,,,,,,,,,,,
"CON.1.A11","CIA",,,,,X,X,,,,,,,,,X,,,
"CON.1.A12","CIA",,,,X,,,,,,,,,,X,,X,,
"CON.1.A13","CIA",,X,,X,X,X,X,X,,,,,,X,,,,X
"CON.1.A14","CIA",,,,,,,,,,,,,,,X,,,
"CON.1.A15","CIA",,,,X,,,,,,,,,,,,,,
"CON.1.A16","CIA",,,,,,,X,X,,,,,,,,,,
"CON.1.A17","C",X,,,,,,,,,,,,,,,,,
"CON.1.A18","A",,,,,,,,,X,,X,,,,,,,
"SYS.1.5","CIA","G 0.15","G 0.18","G 0.19","G 0.20","G 0.21","G 0.22","G 0.23","G 0.25","G 0.26","G 0.27","G 0.28","G 0.29","G 0.30","G 0.31","G 0.32","G 0.40","G 0.43","G 0.46"
"SYS.1.5.A01","",,,,,,,,X,,X,X,,,,,,,
"SYS.1.5.A02","",,,,,,,,,,,,,X,,X,,,
"SYS.1.5.A03","",,,,,,X,X,,X,X,,,,,,,,
"SYS.1.5.A04","",,,,,,X,X,,,,,,,,,,,
"SYS.1.5.A05","",X,,,,,X,X,,,,,,X,,,,,
"SYS.1.5.A06","",,,,,,,,X,X,X,,,,,,,,
"SYS.1.5.A07","",,,,,,,,,X,,,,,,,,,
"SYS.1.5.A08","",,X,,,,,,,,X,,X,X,X,,,,
"SYS.1.5.A09","",X,X,,,,X,X,,,X,,,X,,,,,
"SYS.1.5.A10","",,X,X,X,X,,,,X,,,,,,,,,
"SYS.1.5.A11","",X,,,,X,,X,,,,,,,,,,,
"SYS.1.5.A12","",,X,,,,,,,,,,,X,,X,,,
"SYS.1.5.A13","",,X,,,,,,,X,,,,,,,,,
"SYS.1.5.A14","",,,X,,X,X,X,,,,,,,,,,,
"SYS.1.5.A15","",,,,,,X,X,,,,,,X,,,,X,
"SYS.1.5.A16","",,,,,,X,X,,,,,,X,,,,,
"SYS.1.5.A17","",,,,,,,,X,X,X,,,,,,,,
"SYS.1.5.A18","",,,X,,,,,,,,,,,X,,,,
"SYS.1.5.A19","",,,X,,,X,X,,X,,,,,,,,,
"SYS.1.5.A20","A",,,,,,,,X,X,,,,,,,,X,
"SYS.1.5.A21","IA",,,,,,,,,X,X,,,,,,,,
"SYS.1.5.A22","CI",,,X,,X,X,X,,,,,,,,,,,
"SYS.1.5.A23","CI",,,,,,X,X,,,,,,,,,,,
"SYS.1.5.A24","CIA",,,,,,X,X,,,,,,X,,,,,
"SYS.1.5.A25","A",,,,,,,,,X,X,,,,,,,,
"SYS.1.5.A26","CIA",X,,,,X,X,X,,,,,,,,,X,,
"SYS.1.5.A27","CIA",X,,,X,X,X,X,,,,,,,,,,,
"SYS.1.5.A28","CI",X,,,,,,,,,,,,,,,,,X
"CON.5","CIA","G 0.18","G 0.19","G 0.25","G 0.27","G 0.29","G 0.31","G 0.45"
"CON.5.A01","",X,,,,,,
"CON.5.A02","",,,,,,,
"CON.5.A03","",X,,,,,X,
"CON.5.A04","",,,,,,X,
"CON.5.A05","",,,,,,,
"CON.5.A06","",X,,,,,,
"CON.5.A07","",,,,,,,
"CON.5.A08","",X,,,X,,,
"CON.5.A09","",X,X,,,,,X
"CON.5.A10","",,,,,,,
"CON.5.A11","",X,,,,X,,
"CON.5.A12","CA",,,,,,,X
"CON.5.A13","A",,,X,X,,,X
"APP.1.2","CIA","G 0.14","G 0.15","G 0.18","G 0.19","G 0.20","G 0.21","G 0.22","G 0.23","G 0.25","G 0.26","G 0.28","G 0.30","G 0.31","G 0.39","G 0.40","G 0.45"
"APP.1.2.A01","",,,,X,,,,X,,,X,,,X,,
"APP.1.2.A02","",X,,X,X,,,X,,,,,,,,,
"APP.1.2.A03","",X,,X,,X,,X,,,,,,,,,
"APP.1.2.A04","",,,,,X,X,,X,,X,X,,,X,,
"APP.1.2.A05","",,,X,,,X,,,,,,X,X,,,
"APP.1.2.A06","",,,X,X,,,,,,,,X,X,,,
"APP.1.2.A07","",X,X,,X,,,,,,,,X,X,,,X
"APP.1.2.A08","",,,X,,,,X,,,,X,X,X,,,
"APP.1.2.A09","CI",,,,,,,,X,,X,X,,,X,,
"APP.1.2.A10","CI",X,,,X,,,,,,,,,,,,
"APP.1.2.A11","C",,,,,,,,X,,,X,,,,,
"APP.1.2.A12","A",,,X,,,,,,X,X,X,,,,X,
"SYS.2.3","CIA","G 0.19","G 0.20","G 0.21","G 0.22","G 0.23","G 0.25","G 0.28","G 0.30","G 0.31","G 0.32","G 0.39","G 0.45","G 0.46"
"SYS.2.3.A01","",,,,,,,,X,X,X,,,
"SYS.2.3.A02","",,X,X,,,,X,,,,,,
"SYS.2.3.A03","",X,,,X,,,,,,,,X,X
"SYS.2.3.A04","",,X,X,,,X,X,,,,X,,
"SYS.2.3.A05","",,X,X,,,,X,,,,X,,
"SYS.2.3.A06","",,,X,X,X,X,,,,,,X,
"SYS.2.3.A07","",X,,X,X,,,,X,X,X,,,
"SYS.2.3.A08","",X,,X,X,,,,X,X,X,,,
"SYS.2.3.A09","",,,X,X,X,,,X,X,X,,X,X
"SYS.2.3.A10","",,,,,,,,,,,,,
"SYS.2.3.A11","",,,,,,X,,,,,,X,X
"SYS.2.3.A12","",X,X,X,X,X,X,X,X,X,X,X,X,X
"SYS.2.3.A13","",,,,,,,,,,,,,
"SYS.2.3.A14","CIA",,,X,X,,X,,X,,,,,
"SYS.2.3.A15","CI",,,X,X,X,,,,,,,,
"SYS.2.3.A16","CI",,,X,X,X,X,,,,,,X,
"SYS.2.3.A17","CI",,,X,,,,,X,X,X,,,
"SYS.2.3.A18","CI",,,X,X,X,,,X,X,X,X,X,X
"SYS.2.3.A19","CI",X,,,X,X,,,,,,,,X
"SYS.2.3.A20","CIA",,,,,,X,,,X,X,,,
"INF.7","CIA","G 0.02","G 0.13","G 0.14","G 0.15","G 0.16","G 0.18","G 0.21","G 0.22","G 0.23","G 0.24","G 0.30","G 0.44","G 0.46"
"INF.7.A01","",X,X,X,X,X,X,,,,X,,X,
"INF.7.A02","",,,X,,X,,,X,X,X,X,X,X
"INF.7.A03","",,,,,,X,,,,,,,
"INF.7.A04","",,,X,,X,,X,X,X,X,X,X,X
"INF.7.A05","",,,,,,,,X,,,,,X
"INF.7.A06","",,,X,,,,,X,,,,,X
"INF.7.A07","",,,X,X,X,,X,X,X,,,,X
"INF.7.A08","CIA",,,,,X,,,,,,,,
"INF.10","CIA","G 0.14","G 0.15","G 0.16","G 0.18","G 0.21","G 0.24","G 0.41","G 0.44","G 0.45"
"INF.10.A01","",,,X,,X,X,,X,
"INF.10.A02","",,,X,,X,X,X,X,
"INF.10.A03","",,,,,X,X,X,X,
"INF.10.A04","",X,X,,,,,X,,
"INF.10.A05","",,,,X,,,,,
"INF.10.A06","",X,X,,,,,X,,
"INF.10.A07","",X,,,X,X,,X,,X
"INF.10.A08","",,,,,,,X,X,
"INF.10.A09","CA",X,X,,,,,X,,
"INF.10.A10","C",X,X,,,,,,,
"NET.3.1","CIA","G 0.09","G 0.11","G 0.14","G 0.15","G 0.16","G 0.17","G 0.18","G 0.19","G 0.20","G 0.21","G 0.22","G 0.23","G 0.25","G 0.26","G 0.27","G 0.28","G 0.29","G 0.30","G 0.31","G 0.32","G 0.36","G 0.37","G 0.38","G 0.40","G 0.42","G 0.43","G 0.45","G 0.46"
"NET.3.1.A01","",X,,,,X,X,X,X,,X,X,,,X,,,,,,,,,,,,,,
"NET.3.1.A02","",,X,X,X,,,,,,,,,X,X,,,,X,X,X,X,,X,,X,,,
"NET.3.1.A03","",,,X,X,,,,,,,,,X,,,,,,,,,,,,,,,
"NET.3.1.A04","",X,X,X,X,,,,,,,,X,,,,,,X,X,X,X,,X,,,,,
"NET.3.1.A05","",X,,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,X,,X,X,X
"NET.3.1.A06","",,,X,X,,,,,,,,,,,X,,,,,,,X,,,,,,
"NET.3.1.A07","",,X,,,,,,,,,,,,,,,,,,,,,,,,,,
"NET.3.1.A08","",,X,,,,,,,,,,,,,,,,,,,,X,,,,,,
"NET.3.1.A09","",X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,
"NET.3.1.A10","",,,,,,,,,,,,X,,,,,,,,,,,,,,,,
"NET.3.1.A11","",X,X,X,X,,,,,,,,X,,,,,,X,X,X,X,,X,,,,,
"NET.3.1.A12","",X,X,X,X,,,,,,,,X,,,,,,X,X,X,X,X,X,,,,,
"NET.3.1.A13","",X,,X,X,,,X,,X,,,X,X,X,X,X,X,X,X,X,X,,X,,,,,
"NET.3.1.A14","",X,X,X,X,,,,,,,,X,,,,,,,,,,,,,,,,
"NET.3.1.A15","",X,,,,,,,,,,,,X,,,,,,,,,,,X,,X,X,X
"NET.3.1.A16","",X,,,,,,,,,,,,X,,,,,,,,,,,X,,X,X,X
"NET.3.1.A17","",X,,,,,,,,,,,,X,,,,,,,,,,,X,,X,X,X
"NET.3.1.A18","",X,,,,,,,,,,,,X,,,,,,,,,,,X,,X,X,X
"NET.3.1.A19","",X,,,,,,,,,,,,X,,,,,,,,,,,X,,X,X,X
"NET.3.1.A20","",,,,,,,,,,,,,,,X,,,,,,,,,,,,,
"NET.3.1.A21","",,,,,,,,,,,,X,,,,,,,,,,,,,,,,
"NET.3.1.A22","",,X,X,X,,,X,,,,,X,,,X,,,,,,,,,,,,,
"NET.3.1.A23","",X,X,X,X,,,,,,,,X,X,,,,,X,X,X,X,,X,,,,,
"NET.3.1.A24","IA",X,,X,X,,,,,,,,X,,,,,,X,X,X,X,,X,,,,,
"NET.3.1.A25","I",,,X,X,X,X,,X,,X,X,X,,,,,,,,,,,,,,,,
"NET.3.1.A26","A",,,X,X,,,,,,,,,,,,,,,,,,X,,,,,,
"NET.3.1.A27","A",,,X,X,X,X,,X,,X,X,X,,,,,,,,,,,,,,,,
"NET.3.1.A28","CI",X,,,,,,,,,,,X,X,,X,,,,,,,,,X,,X,X,X
"ORP.4","CIA","G 0.14","G 0.15","G 0.16","G 0.18","G 0.22","G 0.23","G 0.25","G 0.29","G 0.30","G 0.31","G 0.32","G 0.36","G 0.37","G 0.44","G 0.46"
"ORP.4.A01","",,,,X,,,,,,,,,,,
"ORP.4.A02","",,,,X,,,,,,,,,,,
"ORP.4.A03","",,,,X,,,,,,,,,,,
"ORP.4.A04","",,,,,X,,,X,,,X,,X,,
"ORP.4.A05","",,,X,X,,,,X,,,,,,X,
"ORP.4.A06","",,,,X,,X,,X,,,,,,,
"ORP.4.A07","",,,,X,,X,,X,,,,,,,
"ORP.4.A08","",,,,X,,X,,X,,,,,,,
"ORP.4.A09","",X,X,,X,X,X,,,X,,X,X,X,,X
"ORP.4.A10","",X,,,,,,,,,,X,X,,,
"ORP.4.A11","",,,,X,,X,,,,,,X,,,
"ORP.4.A12","",X,,,,,,,,,,X,X,,,
"ORP.4.A13","",X,,,,,,,,,,X,X,,,
"ORP.4.A14","",,,,X,,,,X,,,,,X,,
"ORP.4.A15","",,,,X,,,,,,,,,,,
"ORP.4.A16","",,,,X,,,,,,,,,,,
"ORP.4.A17","",,,,X,,,,,X,X,,,,,
"ORP.4.A18","",X,X,,X,,,,,,,,X,,,
"ORP.4.A19","",,,,,,,,,,X,,,,,
"ORP.4.A20","CIA",,,,,,,X,,,,,,,,
"ORP.4.A21","CI",,,,,,X,,,X,,X,X,,,
"ORP.4.A22","",,,,X,,X,,X,,,,,,,
"ORP.4.A23","",,,,X,,X,,X,,,,,,,
"DER.4","CIA","G 0.11","G 0.18","G 0.19","G 0.27","G 0.29"
"DER.4.A01","",,X,,X,X
"DER.4.A02","",,X,,,
"DER.4.A03","CIA",,X,,,
"DER.4.A04","CIA",,X,,,
"DER.4.A05","CIA",,X,,X,
"DER.4.A06","CIA",,X,,X,
"DER.4.A07","CIA",,X,,X,
"DER.4.A08","CIA",,X,,,
"DER.4.A09","CIA",,X,,,
"DER.4.A10","CIA",,X,,X,
"DER.4.A11","",,,,,
"DER.4.A12","CIA",,X,X,,
"DER.4.A13","CIA",,X,,,
"DER.4.A14","CIA",,X,,,
"DER.4.A15","CIA",,X,,,
"DER.4.A16","CIA",X,X,,,
"APP.5.2","CIA","G 0.15","G 0.18","G 0.19","G 0.22","G 0.25","G 0.26","G 0.27","G 0.28","G 0.30","G 0.31","G 0.36","G 0.45","G 0.46"
"APP.5.2.A01","",,X,,,,,,,,,,,
"APP.5.2.A02","",,X,,,,,,,,,,,
"APP.5.2.A03","",,,,,,,,,X,,,,
"APP.5.2.A04","",,,,,,,,,,,,,
"APP.5.2.A05","",,,,,,,,,,,,X,
"APP.5.2.A06","",,,,,,,,,X,,,,
"APP.5.2.A07","",,X,,,X,X,,,,,,,
"APP.5.2.A08","",,,,,,,,,,,,,
"APP.5.2.A09","",,,X,,X,,X,,,,,,X
"APP.5.2.A10","",,,,,,,,,X,X,,,
"APP.5.2.A11","",X,,X,X,,,,,X,,,,
"APP.5.2.A12","",,,X,X,,,,,,,X,,
"APP.5.2.A13","",,,,,,,,,,,,,
"APP.5.2.A14","",,,,,,,,,,X,,,
"APP.5.2.A15","",,X,,,,,,,,X,,,
"APP.5.2.A16","",,,,,,,,,,,,,
"APP.5.2.A17","C",,,X,,,,,,,,,,
"APP.5.2.A18","",,,,,,,,,,,,,
"APP.5.2.A19","",,X,X,,,,,,,,,,
"CON.6","CIA","G 0.16","G 0.18","G 0.19","G 0.24","G 0.31"
"CON.6.A01","",,X,X,X,
"CON.6.A02","",X,,X,,
"CON.6.A03","",,,X,,X
"CON.6.A04","",,X,X,X,
"CON.6.A05","",,X,X,,
"CON.6.A06","",,,,,X
"CON.6.A07","",,,X,,X
"CON.6.A08","",,X,X,,
"CON.6.A09","CIA",,X,X,X,
"CON.6.A10","CIA",,X,X,,
"CON.6.A11","CIA",X,,X,,
"NET.3.3","CIA","G 0.09","G 0.11","G 0.14","G 0.18","G 0.19","G 0.22","G 0.23","G 0.28","G 0.32","G 0.40","G 0.43","G 0.46"
"NET.3.3.A01","",,,,X,,,,,X,,,
"NET.3.3.A02","",,X,,,,,,,,,,
"NET.3.3.A03","",X,,,X,,,,,,,,
"NET.3.3.A04","",,,X,,X,X,X,,X,,,
